                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 5.2584,                 16.119,                 1.0334,                      0,                      0,                      0,                      0,                      0,                 12.417,                      0,             0.00027612,             0.00027612,             0.00027612
                     16,                 2.0983,                  15.04,                0.40094,                      0,                      0,                      0,                      0,                      0,                 12.421,                      0,             0.00029554,             0.00029554,             0.00029554
                     17,                 1.8442,                 15.247,                0.38489,                      0,                      0,                      0,                      0,                      0,                 12.419,                      0,             0.00031493,             0.00031493,             0.00031493
                     18,                 1.8614,                  15.51,                0.65283,                      0,                      0,                      0,                      0,                      0,                 12.419,                      0,             0.00033428,             0.00033428,             0.00033428
                     19,                0.17258,                 13.704,                0.02407,                      0,                      0,                      0,                      0,                      0,                 12.406,                      0,             0.00035358,             0.00035358,             0.00035358
                     20,                 1.8308,                 15.455,                0.55954,                      0,                      0,                      0,                      0,                      0,                 12.406,                      0,             0.00037285,             0.00037285,             0.00037285
                     21,                0.77027,                 13.868,                0.18651,                      0,                      0,                      0,                      0,                      0,                 12.395,                      0,             0.00039208,             0.00039208,             0.00039208
                     22,                  1.676,                 14.375,                0.35309,                      0,                      0,                      0,                      0,                      0,                 12.395,                      0,             0.00041127,             0.00041127,             0.00041127
                     23,                      0,                 13.243,                      0,                      0,                      0,                      0,                      0,                      0,                  12.41,                      0,             0.00043042,             0.00043042,             0.00043042
                     24,                      0,                 12.925,                      0,                      0,                      0,                      0,                      0,                      0,                  12.41,                      0,             0.00044953,             0.00044953,             0.00044953
                     25,                 1.7587,                 14.214,                0.37095,                      0,                      0,                      0,                      0,                      0,                 12.426,                      0,              0.0004686,              0.0004686,              0.0004686
                     26,                      0,                 12.742,                      0,                      0,                      0,                      0,                      0,                      0,                 12.426,                      0,             0.00048762,             0.00048762,             0.00048762
                     27,                 2.7364,                  15.92,                 1.0133,                      0,                      0,                      0,                      0,                      0,                 12.466,                      0,             0.00050662,             0.00050662,             0.00050662
                     28,                 1.6656,                 14.899,                0.58524,                      0,                      0,                      0,                      0,                      0,                 12.466,                      0,             0.00052557,             0.00052557,             0.00052557
                     29,                      0,                 12.834,                      0,                      0,                      0,                      0,                      0,                      0,                 12.387,                      0,             0.00054448,             0.00054448,             0.00054448
                     30,                      0,                 12.561,                      0,                      0,                      0,                      0,                      0,                      0,                 12.387,                      0,             0.00056335,             0.00056335,             0.00056335
                     31,                 3.6916,                 15.321,                0.68907,                      0,                      0,                      0,                      0,                      0,                  12.24,                      0,             0.00058218,             0.00058218,             0.00058218
                     32,                 1.1166,                 13.073,                0.23058,                      0,                      0,                      0,                      0,                      0,                  12.24,                      0,             0.00060097,             0.00060097,             0.00060097
                     33,                0.83767,                 12.771,                0.14508,                      0,                      0,                      0,                      0,                      0,                 12.352,                      0,             0.00061972,             0.00061972,             0.00061972
                     34,                      0,                 12.148,                      0,                      0,                      0,                      0,                      0,                      0,                 12.352,                      0,             0.00063844,             0.00063844,             0.00063844
                     35,                      0,                  12.04,                      0,                      0,                      0,                      0,                      0,                      0,                 12.555,                      0,             0.00065711,             0.00065711,             0.00065711
                     36,                      0,                 11.839,                      0,                      0,                      0,                      0,                      0,                      0,                 12.555,                      0,             0.00067574,             0.00067574,             0.00067574
                     37,                   1.02,                 12.327,                0.22718,                      0,                      0,                      0,                      0,                      0,                 12.176,                      0,             0.00069434,             0.00069434,             0.00069434
                     38,                      0,                 11.563,                      0,                      0,                      0,                      0,                      0,                      0,                 12.176,                      0,             0.00071289,             0.00071289,             0.00071289
                     39,                  3.745,                 13.922,                0.58259,                      0,                      0,                      0,                      0,                      0,                 11.721,                      0,             0.00073141,             0.00073141,             0.00073141
                     40,                      0,                 11.351,                      0,                      0,                      0,                      0,                      0,                      0,                 11.721,                      0,             0.00074988,             0.00074988,             0.00074988
                     41,                0.00226,                 11.376,                0.00061,                      0,                      0,                      0,                      0,                      0,                  11.95,                      0,             0.00076832,             0.00076832,             0.00076832
                     42,                0.89267,                 11.566,                0.14102,                      0,                      0,                      0,                      0,                      0,                  11.95,                      0,             0.00078672,             0.00078672,             0.00078672
                     43,                0.97674,                 11.609,                0.17548,                      0,                      0,                      0,                      0,                      0,                 13.467,                      0,             0.00080507,             0.00080507,             0.00080507
                     44,                 1.8474,                 12.228,                0.33841,                      0,                      0,                      0,                      0,                      0,                 13.467,                      0,             0.00082339,             0.00082339,             0.00082339
                     45,                 2.6985,                 12.395,                0.50701,                      0,                      0,                      0,                      0,                      0,                 15.545,                      0,             0.00084167,             0.00084167,             0.00084167
                     46,                      0,                 10.458,                      0,                      0,                      0,                      0,                      0,                      0,                 15.545,                      0,             0.00085991,             0.00085991,             0.00085991
                     47,                      0,                   10.4,                      0,                      0,                      0,                      0,                      0,                      0,                 10.911,                      0,              0.0008781,              0.0008781,              0.0008781
                     48,                      0,                 10.076,                      0,                      0,                      0,                      0,                      0,                      0,                 10.911,                      0,             0.00089626,             0.00089626,             0.00089626
                     49,                 1.8083,                 12.482,                0.50567,                      0,                      0,                      0,                      0,                      0,                 11.335,                      0,             0.00091438,             0.00091438,             0.00091438
                     50,                      0,                 10.116,                      0,                      0,                      0,                      0,                      0,                      0,                 11.335,                      0,             0.00093246,             0.00093246,             0.00093246
                     51,                      0,                 10.081,                      0,                      0,                      0,                      0,                      0,                      0,                 10.913,                      0,              0.0009505,              0.0009505,              0.0009505
                     52,                      0,                 9.8397,                      0,                      0,                      0,                      0,                      0,                      0,                 10.913,                      0,              0.0009685,              0.0009685,              0.0009685
                     53,                      0,                 9.8502,                      0,                      0,                      0,                      0,                      0,                      0,                 10.913,                      0,             0.00098646,             0.00098646,             0.00098646
                     54,                 3.5831,                 13.226,                0.75929,                      0,                      0,                      0,                      0,                      0,                 25.406,                      0,              0.0010044,              0.0010044,              0.0010044
                     55,                      0,                 9.9528,                      0,                      0,                      0,                      0,                      0,                      0,                 25.406,                      0,              0.0010223,              0.0010223,              0.0010223
                     56,                      0,                 9.9674,                      0,                      0,                      0,                      0,                      0,                      0,                 25.406,                      0,              0.0010401,              0.0010401,              0.0010401
                     57,                      0,                 10.263,                      0,                      0,                      0,                      0,                      0,                      0,                 15.886,                      0,              0.0010579,              0.0010579,              0.0010579
                     58,                      0,                 9.8717,                      0,                      0,                      0,                      0,                      0,                      0,                 15.886,                      0,              0.0010757,              0.0010757,              0.0010757
                     59,                      0,                 9.9597,                      0,                      0,                      0,                      0,                      0,                      0,                 15.886,                      0,              0.0010934,              0.0010934,              0.0010934
                     60,                0.00147,                 9.9569,                0.00093,                      0,                      0,                      0,                      0,                      0,                 16.541,                      0,              0.0011111,              0.0011111,              0.0011111
                     61,                      0,                 9.5251,                      0,                      0,                      0,                      0,                      0,                      0,                 16.541,                      0,              0.0011287,              0.0011287,              0.0011287
                     62,                      0,                   9.42,                      0,                      0,                      0,                      0,                      0,                      0,                 16.541,                      0,              0.0011463,              0.0011463,              0.0011463
                     63,                      0,                 9.5397,                      0,                      0,                      0,                      0,                      0,                      0,                 245.67,                      0,              0.0011639,              0.0011639,              0.0011639
                     64,                      0,                 9.2824,                      0,                      0,                      0,                      0,                      0,                      0,                 245.67,                      0,              0.0011814,              0.0011814,              0.0011814
                     65,                      0,                 9.3532,                      0,                      0,                      0,                      0,                      0,                      0,                 245.67,                      0,              0.0011989,              0.0011989,              0.0011989
                     66,                      0,                  9.285,                      0,                      0,                      0,                      0,                      0,                      0,                 16.738,                      0,              0.0012163,              0.0012163,              0.0012163
                     67,                  3e-05,                 9.0722,                  2e-05,                      0,                      0,                      0,                      0,                      0,                 16.738,                      0,              0.0012338,              0.0012338,              0.0012338
                     68,                 1.6966,                 10.375,                0.25457,                      0,                      0,                      0,                      0,                      0,                 16.738,                      0,              0.0012511,              0.0012511,              0.0012511
                     69,                      0,                 9.0045,                      0,                      0,                      0,                      0,                      0,                      0,                 8.2152,                      0,              0.0012684,              0.0012684,              0.0012684
                     70,                      0,                 8.8646,                      0,                      0,                      0,                      0,                      0,                      0,                 8.2152,                      0,              0.0012857,              0.0012857,              0.0012857
                     71,                 2.0437,                 10.083,                0.28307,                      0,                      0,                      0,                      0,                      0,                 8.2152,                      0,               0.001303,               0.001303,               0.001303
                     72,                 3.0514,                 11.218,                0.57647,                      0,                      0,                      0,                      0,                      0,                 7.1014,                      0,              0.0013202,              0.0013202,              0.0013202
                     73,                      0,                 8.8008,                      0,                      0,                      0,                      0,                      0,                      0,                 7.1014,                      0,              0.0013374,              0.0013374,              0.0013374
                     74,                 1.1937,                 9.8646,                0.21741,                      0,                      0,                      0,                      0,                      0,                 7.1014,                      0,              0.0013545,              0.0013545,              0.0013545
                     75,                      0,                 8.6635,                      0,                      0,                      0,                      0,                      0,                      0,                 6.9806,                      0,              0.0013716,              0.0013716,              0.0013716
                     76,                      0,                 8.4725,                      0,                      0,                      0,                      0,                      0,                      0,                 6.9806,                      0,              0.0013886,              0.0013886,              0.0013886
                     77,                 1.3749,                 9.6236,                0.21708,                      0,                      0,                      0,                      0,                      0,                 6.9806,                      0,              0.0014056,              0.0014056,              0.0014056
                     78,                0.00668,                 8.6854,                0.00286,                      0,                      0,                      0,                      0,                      0,                 6.5135,                      0,              0.0014226,              0.0014226,              0.0014226
                     79,                 2.6822,                 10.184,                 0.4724,                      0,                      0,                      0,                      0,                      0,                 6.5135,                      0,              0.0014395,              0.0014395,              0.0014395
                     80,                 3.2218,                 11.324,                0.78155,                      0,                      0,                      0,                      0,                      0,                 6.5135,                      0,              0.0014564,              0.0014564,              0.0014564
                     81,                      0,                 8.4135,                      0,                      0,                      0,                      0,                      0,                      0,                 4.9732,                      0,              0.0014733,              0.0014733,              0.0014733
                     82,                      0,                 8.2508,                      0,                      0,                      0,                      0,                      0,                      0,                 4.9732,                      0,              0.0014901,              0.0014901,              0.0014901
                     83,                 2.0039,                 9.4871,                0.33976,                      0,                      0,                      0,                      0,                      0,                 4.9732,                      0,              0.0015069,              0.0015069,              0.0015069
                     84,                 1.0929,                 8.8808,                0.20642,                      0,                      0,                      0,                      0,                      0,                 5.2238,                      0,              0.0015236,              0.0015236,              0.0015236
                     85,                      0,                 7.9785,                      0,                      0,                      0,                      0,                      0,                      0,                 5.2238,                      0,              0.0015403,              0.0015403,              0.0015403
                     86,                  1.862,                  9.772,                0.39865,                      0,                      0,                      0,                      0,                      0,                 5.2238,                      0,              0.0015569,              0.0015569,              0.0015569
                     87,                 1.7909,                 10.946,                0.67335,                      0,                      0,                      0,                      0,                      0,                 5.2238,                      0,              0.0015736,              0.0015736,              0.0015736
                     88,                      0,                 7.8858,                      0,                      0,                      0,                      0,                      0,                      0,                 7.2053,                      0,              0.0015901,              0.0015901,              0.0015901
                     89,                      0,                 7.7723,                      0,                      0,                      0,                      0,                      0,                      0,                 7.2053,                      0,              0.0016067,              0.0016067,              0.0016067
                     90,                0.01785,                 7.7872,                0.00376,                      0,                      0,                      0,                      0,                      0,                 7.2053,                      0,              0.0016232,              0.0016232,              0.0016232
                     91,                      0,                 7.7661,                      0,                      0,                      0,                      0,                      0,                      0,                 7.2053,                      0,              0.0016396,              0.0016396,              0.0016396
                     92,                 2.6984,                 10.262,                0.54924,                      0,                      0,                      0,                      0,                      0,                 4.6056,                      0,               0.001656,               0.001656,               0.001656
                     93,                0.94499,                 8.3798,                0.18816,                      0,                      0,                      0,                      0,                      0,                 4.6056,                      0,              0.0016724,              0.0016724,              0.0016724
                     94,                0.26894,                 7.8258,                0.05065,                      0,                      0,                      0,                      0,                      0,                 4.6056,                      0,              0.0016887,              0.0016887,              0.0016887
                     95,                      0,                  7.895,                      0,                      0,                      0,                      0,                      0,                      0,                 4.6056,                      0,               0.001705,               0.001705,               0.001705
                     96,                0.00799,                 7.6601,                0.00142,                      0,                      0,                      0,                      0,                      0,                 4.0278,                      0,              0.0017213,              0.0017213,              0.0017213
                     97,                      0,                 7.6126,                      0,                      0,                      0,                      0,                      0,                      0,                 4.0278,                      0,              0.0017375,              0.0017375,              0.0017375
                     98,                0.12376,                 7.6541,                0.02262,                      0,                      0,                      0,                      0,                      0,                 4.0278,                      0,              0.0017537,              0.0017537,              0.0017537
                     99,                      0,                 7.5327,                      0,                      0,                      0,                      0,                      0,                      0,                 4.0278,                      0,              0.0017698,              0.0017698,              0.0017698
                    100,                  1e-05,                 7.4675,                  1e-05,                      0,                      0,                      0,                      0,                      0,                0.21503,                      0,              0.0017859,              0.0017859,              0.0017859
                    101,                      0,                 7.1907,                      0,                      0,                      0,                      0,                      0,                      0,                0.21503,                      0,               0.001802,               0.001802,               0.001802
                    102,                      0,                 7.2403,                      0,                      0,                      0,                      0,                      0,                      0,                0.21503,                      0,                 0.0018,                 0.0018,                 0.0018
                    103,                 1.3395,                 8.0963,                0.22183,                      0,                      0,                      0,                      0,                      0,                0.21503,                      0,               0.001798,               0.001798,               0.001798
                    104,                      0,                 7.1955,                      0,                      0,                      0,                      0,                      0,                      0,                0.39107,                      0,              0.0017961,              0.0017961,              0.0017961
                    105,                      0,                  6.921,                      0,                      0,                      0,                      0,                      0,                      0,                0.39107,                      0,              0.0017941,              0.0017941,              0.0017941
                    106,                      0,                 7.1035,                      0,                      0,                      0,                      0,                      0,                      0,                0.39107,                      0,              0.0017921,              0.0017921,              0.0017921
                    107,                0.99042,                 7.6187,                0.17818,                      0,                      0,                      0,                      0,                      0,                0.39107,                      0,              0.0017901,              0.0017901,              0.0017901
                    108,                 1.8699,                 8.8854,                0.61264,                      0,                      0,                      0,                      0,                      0,                0.38311,                      0,              0.0017881,              0.0017881,              0.0017881
                    109,                      0,                 6.7648,                      0,                      0,                      0,                      0,                      0,                      0,                0.38311,                      0,              0.0017862,              0.0017862,              0.0017862
                    110,                 1.0108,                  7.526,                0.14795,                      0,                      0,                      0,                      0,                      0,                0.38311,                      0,              0.0017842,              0.0017842,              0.0017842
                    111,                      0,                 7.0052,                      0,                      0,                      0,                      0,                      0,                      0,                0.38311,                      0,              0.0017822,              0.0017822,              0.0017822
                    112,                  1e-05,                 6.8275,                  1e-05,                      0,                      0,                      0,                      0,                      0,                 1.5758,                      0,              0.0017802,              0.0017802,              0.0017802
                    113,                      0,                 7.1959,                      0,                      0,                      0,                      0,                      0,                      0,                 1.5758,                      0,              0.0017782,              0.0017782,              0.0017782
                    114,                      0,                 7.2273,                      0,                      0,                      0,                      0,                      0,                      0,                 1.5758,                      0,              0.0017763,              0.0017763,              0.0017763
                    115,                 1.1489,                  7.911,                0.17209,                      0,                      0,                      0,                      0,                      0,                 1.5758,                      0,              0.0017743,              0.0017743,              0.0017743
                    116,                      0,                 7.1907,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6652,                      0,              0.0017723,              0.0017723,              0.0017723
                    117,                      0,                 6.8348,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6652,                      0,              0.0017703,              0.0017703,              0.0017703
                    118,                      0,                 6.9571,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6652,                      0,              0.0017683,              0.0017683,              0.0017683
                    119,                      0,                  6.638,                      0,                      0,                      0,                      0,                      0,                      0,                 1.6652,                      0,              0.0017664,              0.0017664,              0.0017664
                    120,                0.77894,                 7.2398,                0.12041,                      0,                      0,                      0,                      0,                      0,                0.88504,                      0,              0.0017644,              0.0017644,              0.0017644
                    121,                      0,                 6.5291,                      0,                      0,                      0,                      0,                      0,                      0,                0.88504,                      0,              0.0017624,              0.0017624,              0.0017624
                    122,                      0,                 6.4559,                      0,                      0,                      0,                      0,                      0,                      0,                0.88504,                      0,              0.0017604,              0.0017604,              0.0017604
                    123,                      0,                 6.6006,                      0,                      0,                      0,                      0,                      0,                      0,                0.88504,                      0,              0.0017584,              0.0017584,              0.0017584
                    124,                      0,                  6.691,                      0,                      0,                      0,                      0,                      0,                      0,                 1.1959,                      0,              0.0017565,              0.0017565,              0.0017565
                    125,                  2e-05,                 6.3236,                  2e-05,                      0,                      0,                      0,                      0,                      0,                 1.1959,                      0,              0.0017545,              0.0017545,              0.0017545
                    126,                0.36116,                 6.6531,                0.08657,                      0,                      0,                      0,                      0,                      0,                 1.1959,                      0,              0.0017525,              0.0017525,              0.0017525
                    127,                      0,                 6.3033,                      0,                      0,                      0,                      0,                      0,                      0,                 1.1959,                      0,              0.0017505,              0.0017505,              0.0017505
                    128,                  4e-05,                 6.3426,                  3e-05,                      0,                      0,                      0,                      0,                      0,                 3.0187,                      0,              0.0017485,              0.0017485,              0.0017485
                    129,                      0,                 6.1205,                      0,                      0,                      0,                      0,                      0,                      0,                 3.0187,                      0,              0.0017466,              0.0017466,              0.0017466
                    130,                0.00114,                  6.101,                0.00021,                      0,                      0,                      0,                      0,                      0,                 3.0187,                      0,              0.0017446,              0.0017446,              0.0017446
                    131,                      0,                 6.1252,                      0,                      0,                      0,                      0,                      0,                      0,                 3.0187,                      0,              0.0017426,              0.0017426,              0.0017426
                    132,                 0.7529,                 6.5875,                0.13708,                      0,                      0,                      0,                      0,                      0,                 0.2231,                      0,              0.0017406,              0.0017406,              0.0017406
                    133,                      0,                 5.9794,                      0,                      0,                      0,                      0,                      0,                      0,                 0.2231,                      0,              0.0017386,              0.0017386,              0.0017386
                    134,                      0,                 6.0461,                      0,                      0,                      0,                      0,                      0,                      0,                 0.2231,                      0,              0.0017367,              0.0017367,              0.0017367
                    135,                      0,                 5.8968,                      0,                      0,                      0,                      0,                      0,                      0,                 0.2231,                      0,              0.0017347,              0.0017347,              0.0017347
                    136,                      0,                 5.9618,                      0,                      0,                      0,                      0,                      0,                      0,                 54.966,                      0,              0.0017327,              0.0017327,              0.0017327
                    137,                  1e-05,                 5.7782,                      0,                      0,                      0,                      0,                      0,                      0,                 54.966,                      0,              0.0017307,              0.0017307,              0.0017307
                    138,                      0,                 5.8088,                      0,                      0,                      0,                      0,                      0,                      0,                 54.966,                      0,              0.0017287,              0.0017287,              0.0017287
                    139,                      0,                 5.8514,                      0,                      0,                      0,                      0,                      0,                      0,                 54.966,                      0,              0.0017268,              0.0017268,              0.0017268
                    140,                  4e-05,                 5.7751,                  2e-05,                      0,                      0,                      0,                      0,                      0,                 1526.1,                      0,              0.0017248,              0.0017248,              0.0017248
                    141,                      0,                 5.5363,                      0,                      0,                      0,                      0,                      0,                      0,                 1526.1,                      0,              0.0017228,              0.0017228,              0.0017228
                    142,                      0,                 5.5788,                      0,                      0,                      0,                      0,                      0,                      0,                 1526.1,                      0,              0.0017208,              0.0017208,              0.0017208
                    143,                      0,                 5.5486,                      0,                      0,                      0,                      0,                      0,                      0,                 1526.1,                      0,              0.0017188,              0.0017188,              0.0017188
                    144,                      0,                 5.5327,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8259,                      0,              0.0017169,              0.0017169,              0.0017169
                    145,                      0,                 5.4896,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8259,                      0,              0.0017149,              0.0017149,              0.0017149
                    146,                      0,                 5.4269,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8259,                      0,              0.0017129,              0.0017129,              0.0017129
                    147,                 1.3014,                 6.2518,                0.27704,                      0,                      0,                      0,                      0,                      0,                 2.8259,                      0,              0.0017109,              0.0017109,              0.0017109
                    148,                0.11817,                 5.5434,                0.02116,                      0,                      0,                      0,                      0,                      0,                 134.56,                      0,              0.0017089,              0.0017089,              0.0017089
                    149,                      0,                 5.1636,                      0,                      0,                      0,                      0,                      0,                      0,                 134.56,                      0,               0.001707,               0.001707,               0.001707
                    150,                 1.2989,                 6.1895,                0.22233,                      0,                      0,                      0,                      0,                      0,                 134.56,                      0,               0.001705,               0.001705,               0.001705
                    151,                0.23061,                  5.415,                0.04971,                      0,                      0,                      0,                      0,                      0,                 134.56,                      0,               0.001703,               0.001703,               0.001703
                    152,                0.13817,                 5.3263,                0.02022,                      0,                      0,                      0,                      0,                      0,                  514.8,                      0,               0.001701,               0.001701,               0.001701
                    153,                 3.4939,                  7.992,                0.80307,                      0,                      0,                      0,                      0,                      0,                  514.8,                      0,               0.001699,               0.001699,               0.001699
                    154,                  0.814,                 5.5873,                0.13753,                      0,                      0,                      0,                      0,                      0,                  514.8,                      0,              0.0016971,              0.0016971,              0.0016971
                    155,                      0,                 5.0625,                      0,                      0,                      0,                      0,                      0,                      0,                  514.8,                      0,              0.0016951,              0.0016951,              0.0016951
                    156,                0.75287,                 5.5286,                 0.1089,                      0,                      0,                      0,                      0,                      0,                 93.879,                      0,              0.0016931,              0.0016931,              0.0016931
                    157,                  2.401,                 6.4562,                0.44161,                      0,                      0,                      0,                      0,                      0,                 93.879,                      0,              0.0016911,              0.0016911,              0.0016911
                    158,                 1.1015,                 5.6627,                0.18093,                      0,                      0,                      0,                      0,                      0,                 93.879,                      0,              0.0016891,              0.0016891,              0.0016891
                    159,                0.58933,                 5.2294,                0.12999,                      0,                      0,                      0,                      0,                      0,                 93.879,                      0,              0.0016872,              0.0016872,              0.0016872
                    160,                      0,                 4.8968,                      0,                      0,                      0,                      0,                      0,                      0,                 4.4217,                      0,              0.0016852,              0.0016852,              0.0016852
                    161,                 2.0266,                 6.1299,                0.34604,                      0,                      0,                      0,                      0,                      0,                 4.4217,                      0,              0.0016832,              0.0016832,              0.0016832
                    162,                 3.6581,                 8.1424,                0.82029,                      0,                      0,                      0,                      0,                      0,                 4.4217,                      0,              0.0016812,              0.0016812,              0.0016812
                    163,                 1.3095,                 5.7191,                0.24086,                      0,                      0,                      0,                      0,                      0,                 4.4217,                      0,              0.0016792,              0.0016792,              0.0016792
                    164,                 1.1069,                 5.4728,                0.22277,                      0,                      0,                      0,                      0,                      0,                0.84724,                      0,              0.0016773,              0.0016773,              0.0016773
                    165,                 0.0001,                 4.5942,                  4e-05,                      0,                      0,                      0,                      0,                      0,                0.84724,                      0,              0.0016753,              0.0016753,              0.0016753
                    166,                  1.461,                 5.7123,                0.26769,                      0,                      0,                      0,                      0,                      0,                0.84724,                      0,              0.0016733,              0.0016733,              0.0016733
                    167,                  8e-05,                 4.6624,                  3e-05,                      0,                      0,                      0,                      0,                      0,                0.84724,                      0,              0.0016713,              0.0016713,              0.0016713
                    168,                      0,                 4.5422,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0932,                      0,              0.0016693,              0.0016693,              0.0016693
                    169,                      0,                 4.3694,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0932,                      0,              0.0016674,              0.0016674,              0.0016674
                    170,                      0,                 4.4485,                      0,                      0,                      0,                      0,                      0,                      0,                 1.0932,                      0,              0.0016654,              0.0016654,              0.0016654
                    171,                0.66847,                 4.7878,                 0.0889,                      0,                      0,                      0,                      0,                      0,                 1.0932,                      0,              0.0016634,              0.0016634,              0.0016634
                    172,                  1e-05,                 4.4409,                  1e-05,                      0,                      0,                      0,                      0,                      0,                 1.3925,                      0,              0.0016614,              0.0016614,              0.0016614
                    173,                      0,                 4.3134,                      0,                      0,                      0,                      0,                      0,                      0,                 1.3925,                      0,              0.0016594,              0.0016594,              0.0016594
                    174,                 1.0431,                 4.9652,                0.16711,                      0,                      0,                      0,                      0,                      0,                 1.3925,                      0,              0.0016575,              0.0016575,              0.0016575
                    175,                 3.4636,                 7.3281,                0.89918,                      0,                      0,                      0,                      0,                      0,                 1.3925,                      0,              0.0016555,              0.0016555,              0.0016555
                    176,                      0,                 4.2514,                      0,                      0,                      0,                      0,                      0,                      0,                 1.2411,                      0,              0.0016535,              0.0016535,              0.0016535
                    177,                      0,                  4.109,                      0,                      0,                      0,                      0,                      0,                      0,                 1.2411,                      0,              0.0016515,              0.0016515,              0.0016515
                    178,                0.03505,                 4.2128,                 0.0114,                      0,                      0,                      0,                      0,                      0,                 1.2411,                      0,              0.0016495,              0.0016495,              0.0016495
                    179,                      0,                 4.3148,                      0,                      0,                      0,                      0,                      0,                      0,                 1.2411,                      0,              0.0016476,              0.0016476,              0.0016476
                    180,                 1.8026,                 5.3647,                0.28771,                      0,                      0,                      0,                      0,                      0,                 2.1587,                      0,              0.0016456,              0.0016456,              0.0016456
                    181,                 4.3826,                 7.5552,                0.84349,                      0,                      0,                      0,                      0,                      0,                 2.1587,                      0,              0.0016436,              0.0016436,              0.0016436
                    182,                 1.5635,                 5.5797,                0.31575,                      0,                      0,                      0,                      0,                      0,                 2.1587,                      0,              0.0016416,              0.0016416,              0.0016416
                    183,                 1.4288,                 4.9713,                 0.2135,                      0,                      0,                      0,                      0,                      0,                 2.1587,                      0,              0.0016396,              0.0016396,              0.0016396
                    184,                0.84298,                 4.5863,                0.17065,                      0,                      0,                      0,                      0,                      0,                 2.7421,                      0,              0.0016377,              0.0016377,              0.0016377
                    185,                      0,                 3.8166,                      0,                      0,                      0,                      0,                      0,                      0,                 2.7421,                      0,              0.0016357,              0.0016357,              0.0016357
                    186,                0.31092,                 4.0801,                 0.0783,                      0,                      0,                      0,                      0,                      0,                 2.7421,                      0,              0.0016337,              0.0016337,              0.0016337
                    187,                  1e-05,                  3.867,                  1e-05,                      0,                      0,                      0,                      0,                      0,                 2.7421,                      0,              0.0016317,              0.0016317,              0.0016317
                    188,                 2.3618,                 5.7583,                0.49307,                      0,                      0,                      0,                      0,                      0,                 2.9478,                      0,              0.0016297,              0.0016297,              0.0016297
                    189,                 1.5167,                 4.9461,                0.39531,                      0,                      0,                      0,                      0,                      0,                 2.9478,                      0,              0.0016278,              0.0016278,              0.0016278
